日期,国家,确诊人数,治愈人数,新增确诊,新增死亡,现有确诊
3月21日,法国,12612,1587,1617,78,11025
3月22日,法国,14459,1587,1847,112,12872
3月23日,法国,16018,2200,1559,112,13818
3月24日,法国,19856,2200,3838,186,17656
3月25日,法国,22302,3281,2446,240,19021
3月26日,法国,25233,3900,2931,231,21333
3月27日,法国,29155,4948,3922,365,24207
3月28日,法国,32964,5700,3809,299,27264
3月29日,法国,37575,5700,4611,319,31875
3月30日,法国,40174,7202,2599,292,32972
3月31日,法国,44550,7927,4376,418,36623
4月1日,法国,52128,9444,7578,499,42684
4月2日,法国,56989,10934,4861,509,46055
4月3日,法国,59105,12428,2116,471,46677
4月4日,法国,64338,14008,5233,2004,50330
4月5日,法国,68605,15438,4267,1053,53167
4月6日,法国,70478,16183,1873,518,54295
4月7日,法国,74390,17250,3912,833,57140
4月8日,法国,78167,19337,3777,1417,58830
4月9日,法国,82048,21254,3881,541,60794
4月10日,法国,86334,23206,4286,1341,63128
4月11日,法国,90676,24932,4342,987,65744
4月12日,法国,93790,26391,3114,635,67399
4月13日,法国,95403,27186,1613,561,68217
4月14日,法国,98076,27718,2673,574,70358
4月15日,法国,103573,28805,5497,762,74768
4月16日,法国,106206,30955,2633,1438,75251
4月17日,法国,108847,32812,2641,753,76035
4月18日,法国,109252,34420,405,761,74832
4月19日,法国,111821,35983,2569,642,75838
4月20日,法国,112606,36578,785,395,76028
4月21日,法国,114657,37409,2051,547,77248
4月22日,法国,117324,39181,2667,531,78143
4月23日,法国,119151,40657,1827,544,78494
4月24日,法国,120804,42088,1653,516,78716
4月25日,法国,122577,43493,1773,389,79084
4月26日,法国,124114,44594,1537,369,79520
4月27日,法国,124575,44903,461,242,79672
4月28日,法国,128339,45513,3764,437,82826
4月29日,法国,129859,46886,1520,367,82973
4月30日,法国,128442,48228,-1417,427,80214
5月1日,法国,129581,49476,1139,289,80105
5月2日,法国,130185,50212,604,218,79973
5月3日,法国,130979,50562,794,166,80417
5月4日,法国,131287,50784,308,135,80503
5月5日,法国,131863,51371,576,306,80492
5月6日,法国,132967,52736,1104,330,80231
5月7日,法国,137150,53972,4183,278,83178
5月8日,法国,137779,55027,629,178,82752
5月9日,法国,138421,55782,642,243,82639
5月10日,法国,138854,56038,433,80,82816
5月11日,法国,139063,56217,209,70,82846
5月12日,法国,139519,56724,456,263,82795
5月13日,法国,140227,57785,708,348,82442
5月14日,法国,140734,58673,507,83,82061
5月15日,法国,141356,59605,622,351,81751
5月16日,法国,141919,60448,563,104,81471
5月17日,法国,142291,61066,372,96,81225
5月18日,法国,142411,61213,120,266,81198
5月19日,法国,142903,61728,492,131,81175
5月20日,法国,143427,62563,524,0,80864
5月21日,法国,143845,63354,418,110,80491
5月22日,法国,144163,63858,318,83,80305
5月23日,法国,144556,64209,393,74,80347
5月24日,法国,144806,64547,250,43,80259
5月25日,法国,144921,64617,115,35,80304
5月26日,法国,145279,65199,358,90,80080
5月27日,法国,145555,65879,276,73,79676
5月28日,法国,145746,66584,191,66,79162
5月29日,法国,149071,67191,3325,66,81880
5月30日,法国,149668,67803,597,52,81865
5月31日,法国,151325,68268,1657,57,83057
6月1日,法国,151325,68355,0,31,82970
6月2日,法国,151325,68440,0,31,82885
6月3日,法国,151325,68812,0,107,82513
6月4日,法国,151677,69455,352,81,82222
6月5日,法国,152444,69976,767,44,82468
6月6日,法国,153055,70504,611,46,82551
6月7日,法国,153634,70806,579,31,82828
6月8日,法国,153977,70842,343,13,83135
6月9日,法国,154188,71062,211,54,83126
6月10日,法国,154591,71506,403,87,83085
6月11日,法国,155136,71832,545,23,83304
6月12日,法国,155561,72149,425,27,83412
6月13日,法国,156287,72572,726,28,83715
6月14日,法国,156813,72808,526,24,84005
6月15日,法国,157220,72859,407,9,84361
6月16日,法国,157372,73044,152,29,84328
6月17日,法国,157716,73335,344,111,84381
6月18日,法国,158174,73667,458,28,84507
6月19日,法国,158641,73887,467,28,84754
6月20日,法国,159452,74117,811,14,85335
6月21日,法国,160093,74312,641,16,85781
6月22日,法国,160377,74372,284,7,86005
6月23日,法国,0,0,0,0,0
6月24日,法国,0,0,0,0,0
6月25日,法国,0,0,0,0,0
6月26日,法国,0,0,0,0,0
2月1日,德国,7,,,0,7
2月2日,德国,8,,1,0,8
2月3日,德国,10,,2,0,10
2月4日,德国,12,,2,0,12
2月5日,德国,12,,0,0,12
2月6日,德国,12,,0,0,12
2月7日,德国,13,,1,0,13
2月8日,德国,14,,1,0,14
2月9日,德国,14,,0,0,14
2月10日,德国,14,,0,0,14
2月11日,德国,14,,0,0,14
2月12日,德国,16,,2,0,16
2月13日,德国,16,,0,0,16
2月14日,德国,16,,0,0,16
2月15日,德国,16,,0,0,16
2月16日,德国,16,,0,0,16
2月17日,德国,16,,0,0,16
2月18日,德国,16,,0,0,16
2月19日,德国,16,,0,0,16
2月20日,德国,16,,0,0,16
2月21日,德国,16,,0,0,16
2月22日,德国,16,,0,0,16
2月23日,德国,16,,0,0,16
2月24日,德国,16,,0,0,16
2月25日,德国,16,,0,0,16
2月26日,德国,18,,2,0,18
2月27日,德国,21,,3,0,21
2月28日,德国,26,,5,0,26
2月29日,德国,57,,31,0,57
3月1日,德国,57,,0,0,57
3月2日,德国,129,,72,0,129
3月3日,德国,157,,28,0,157
3月4日,德国,196,,39,0,196
3月5日,德国,262,,66,0,262
3月6日,德国,534,,272,0,534
3月7日,德国,670,17,136,0,653
3月8日,德国,800,18,130,0,782
3月9日,德国,1040,18,240,0,1022
3月10日,德国,1224,18,184,2,1206
3月11日,德国,1565,18,341,0,1547
3月12日,德国,1908,25,343,1,1883
3月13日,德国,2745,25,837,3,2720
3月14日,德国,3675,46,930,2,3629
3月15日,德国,4599,46,924,1,4553
3月16日,德国,5813,46,1214,2,5767
3月17日,德国,7241,65,1428,4,7176
3月18日,德国,9367,67,2126,11,9300
3月19日,德国,12327,105,2960,2,12222
3月20日,德国,15320,115,2993,16,15205
3月21日,德国,19848,180,4528,26,19668
3月22日,德国,22364,209,2516,14,22155
3月23日,德国,24852,266,2488,10,24586
3月24日,德国,29056,453,4204,29,28603
3月25日,德国,32986,3243,3930,34,29743
3月26日,德国,37323,3547,4337,49,33776
3月27日,德国,43646,5673,6323,56,37973
3月28日,德国,50871,6658,7225,80,44213
3月29日,德国,57695,8481,6824,91,49214
3月30日,德国,62095,9211,4400,92,52884
3月31日,德国,66711,13500,4616,120,53211
4月1日,德国,71690,16100,4979,129,55590
4月2日,德国,77921,18700,6231,151,59221
4月3日,德国,84788,22440,6867,182,62348
4月4日,德国,91159,24575,6371,168,66584
4月5日,德国,96092,26400,4933,169,69692
4月6日,德国,100024,28700,3932,132,71324
4月7日,德国,102453,28700,2429,159,73753
4月8日,德国,107663,36081,5210,281,71582
4月9日,德国,112113,36081,4450,192,76032
4月10日,德国,116801,52407,4688,321,64394
4月11日,德国,121045,53913,4244,199,67132
4月12日,德国,124288,57400,3243,8,66888
4月13日,德国,127574,60300,3286,275,67274
4月14日,德国,129207,64300,1633,107,64907
4月15日,德国,131359,68200,2152,176,63159
4月16日,德国,133456,72600,2097,298,60856
4月17日,德国,137698,77000,4242,460,60698
4月18日,德国,140886,83114,3188,274,57772
4月19日,德国,143342,85400,2456,133,57942
4月20日,德国,145184,88000,1842,127,57184
4月21日,德国,146653,91500,1469,120,55153
4月22日,德国,148291,95200,1638,327,53091
4月23日,德国,150062,99400,1771,217,50662
4月24日,德国,151784,103300,1722,154,48484
4月25日,德国,154545,106800,2761,319,47745
4月26日,德国,156126,109800,1581,123,46326
4月27日,德国,157495,112000,1369,98,45495
4月28日,德国,158389,114500,894,106,43889
4月29日,德国,159431,117400,1042,165,42031
4月30日,德国,161197,120400,1766,190,40797
5月1日,德国,162530,123500,1333,167,39030
5月2日,德国,164077,126900,1547,164,37177
5月3日,德国,164967,129000,890,76,35967
5月4日,德国,165565,130600,598,36,34965
5月5日,德国,165940,132700,375,95,33240
5月6日,德国,166706,135100,766,50,31606
5月7日,德国,168162,137696,1456,282,30466
5月8日,德国,169430,139900,1268,117,29530
5月9日,德国,170588,141700,1158,118,28888
5月10日,德国,171324,143300,736,39,28024
5月11日,德国,171780,144400,456,11,27380
5月12日,德国,172517,145600,737,93,26917
5月13日,德国,173171,147200,654,85,25971
5月14日,德国,174098,148700,927,121,25398
5月15日,德国,174975,150300,877,69,24675
5月16日,德国,175678,151700,703,71,23978
5月17日,德国,176081,152600,403,20,23481
5月18日,德国,176625,153400,544,29,23225
5月19日,德国,177289,154600,664,75,22689
5月20日,德国,177827,155700,538,70,22127
5月21日,德国,178494,156900,667,72,21594
5月22日,德国,179021,158000,527,44,21021
5月23日,德国,179713,159000,692,43,20713
5月24日,德国,179986,159900,273,14,20086
5月25日,德国,180328,160200,342,5,20128
5月26日,德国,180789,161200,461,57,19589
5月27日,德国,181288,162000,499,70,19288
5月28日,德国,181895,162800,607,35,19095
5月29日,德国,182452,163200,557,37,19252
5月30日,德国,183019,164100,567,24,18919
5月31日,德国,183294,164900,275,6,18394
6月1日,德国,183494,165200,200,5,18294
6月2日,德国,183765,165900,271,13,17865
6月3日,德国,184064,166400,299,31,17664
6月4日,德国,184396,167300,332,49,17096
6月5日,德国,184923,167800,527,38,17123
6月6日,德国,185414,168500,491,27,16914
6月7日,德国,185696,168900,282,6,16796
6月8日,德国,185869,169100,173,7,16769
6月9日,德国,186205,169600,336,7,16605
6月10日,德国,186516,170200,311,48,16316
6月11日,德国,186795,170700,279,13,16095
6月12日,德国,186795,171200,0,7,15595
6月13日,德国,187251,171600,456,12,15651
6月14日,德国,187423,171900,172,4,15523
6月15日,德国,187671,172200,248,3,15471
6月16日,德国,188044,172600,373,15,15444
6月17日,德国,188382,173100,338,25,15282
6月18日,德国,189504,173600,1122,17,15904
6月19日,德国,190050,174100,546,17,15950
6月20日,德国,190660,174400,610,16,16260
6月21日,德国,191216,174700,556,1,16516
6月22日,德国,191575,174900,359,1,16675
6月23日,德国,0,0,0,0,0
6月24日,德国,0,0,0,0,0
6月25日,德国,0,0,0,0,0
6月26日,德国,0,0,0,0,0
2月1日,英国,2,,,0,2
2月2日,英国,2,,0,0,2
2月3日,英国,2,,0,0,2
2月4日,英国,2,,0,0,2
2月5日,英国,2,,0,0,2
2月6日,英国,2,,0,0,2
2月7日,英国,3,,1,0,3
2月8日,英国,3,,0,0,3
2月9日,英国,3,,0,0,3
2月10日,英国,4,,1,0,4
2月11日,英国,8,,4,0,8
2月12日,英国,8,,0,0,8
2月13日,英国,9,,1,0,9
2月14日,英国,9,,0,0,9
2月15日,英国,9,,0,0,9
2月16日,英国,9,,0,0,9
2月17日,英国,9,,0,0,9
2月18日,英国,9,,0,0,9
2月19日,英国,9,,0,0,9
2月20日,英国,9,,0,0,9
2月21日,英国,9,,0,0,9
2月22日,英国,9,,0,0,9
2月23日,英国,9,,0,0,9
2月24日,英国,9,,0,0,9
2月25日,英国,13,,4,0,13
2月26日,英国,13,,0,0,13
2月27日,英国,13,,0,0,13
2月28日,英国,16,,3,0,16
2月29日,英国,20,,4,0,20
3月1日,英国,23,,3,0,23
3月2日,英国,36,,13,0,36
3月3日,英国,39,,3,0,39
3月4日,英国,51,,12,0,51
3月5日,英国,89,,38,0,89
3月6日,英国,118,,29,0,118
3月7日,英国,164,18,46,2,146
3月8日,英国,209,18,45,0,191
3月9日,英国,273,18,64,1,255
3月10日,英国,321,18,48,2,303
3月11日,英国,383,18,62,1,365
3月12日,英国,456,18,73,2,438
3月13日,英国,590,18,134,2,572
3月14日,英国,798,18,208,1,780
3月15日,英国,1140,18,342,10,1122
3月16日,英国,1391,20,251,14,1371
3月17日,英国,1543,52,152,20,1491
3月18日,英国,1950,65,407,16,1885
3月19日,英国,2626,65,676,33,2561
3月20日,英国,3269,65,643,40,3204
3月21日,英国,3983,65,714,33,3918
3月22日,英国,5018,93,1035,56,4925
3月23日,英国,5683,93,665,48,5590
3月24日,英国,6650,135,967,54,6515
3月25日,英国,8077,135,1427,87,7942
3月26日,英国,9529,135,1452,43,9394
3月27日,英国,11658,135,2129,113,11523
3月28日,英国,14543,135,2885,181,14408
3月29日,英国,17089,135,2546,260,16954
3月30日,英国,19522,135,2433,209,19387
3月31日,英国,22141,135,2619,180,22006
4月1日,英国,25150,135,3009,381,25015
4月2日,英国,29474,135,4324,563,29339
4月3日,英国,33718,135,4244,569,33583
4月4日,英国,38168,135,4450,684,38033
4月5日,英国,41903,135,3735,708,41768
4月6日,英国,47806,135,5903,621,47671
4月7日,英国,51608,135,3802,439,51473
4月8日,英国,55242,135,3634,786,55107
4月9日,英国,60733,135,5491,938,60598
4月10日,英国,65077,135,4344,881,64942
4月11日,英国,73758,135,8681,980,73623
4月12日,英国,78991,344,5233,917,78647
4月13日,英国,84279,344,5288,737,83935
4月14日,英国,88621,N/A,4342,717,#VALUE!
4月15日,英国,93873,N/A,5252,778,#VALUE!
4月16日,英国,98476,N/A,4603,761,#VALUE!
4月17日,英国,103093,N/A,4617,861,#VALUE!
4月18日,英国,108692,N/A,5599,847,#VALUE!
4月19日,英国,114217,N/A,5525,888,#VALUE!
4月20日,英国,120067,N/A,5850,596,#VALUE!
4月21日,英国,124743,N/A,4676,449,#VALUE!
4月22日,英国,129044,N/A,4301,828,#VALUE!
4月23日,英国,133495,N/A,4451,763,#VALUE!
4月24日,英国,138078,N/A,4583,638,#VALUE!
4月25日,英国,143464,N/A,5386,768,#VALUE!
4月26日,英国,148377,N/A,4913,813,#VALUE!
4月27日,英国,152840,N/A,4463,413,#VALUE!
4月28日,英国,157149,N/A,4309,360,#VALUE!
4月29日,英国,161145,N/A,3996,586,#VALUE!
4月30日,英国,165221,N/A,4076,4419,#VALUE!
5月1日,英国,171253,N/A,6032,674,#VALUE!
5月2日,英国,177454,N/A,6201,739,#VALUE!
5月3日,英国,182260,N/A,4806,621,#VALUE!
5月4日,英国,186599,N/A,4339,315,#VALUE!
5月5日,英国,190584,N/A,3985,288,#VALUE!
5月6日,英国,194990,N/A,4406,693,#VALUE!
5月7日,英国,201101,N/A,6111,649,#VALUE!
5月8日,英国,206715,N/A,5614,539,#VALUE!
5月9日,英国,211364,N/A,4649,626,#VALUE!
5月10日,英国,215260,N/A,3896,346,#VALUE!
5月11日,英国,219183,N/A,3923,268,#VALUE!
5月12日,英国,223060,N/A,3877,210,#VALUE!
5月13日,英国,226463,N/A,3403,627,#VALUE!
5月14日,英国,229705,N/A,3242,494,#VALUE!
5月15日,英国,233151,N/A,3446,428,#VALUE!
5月16日,英国,236711,N/A,3560,384,#VALUE!
5月17日,英国,240161,N/A,3450,468,#VALUE!
5月18日,英国,243695,N/A,3534,170,#VALUE!
5月19日,英国,246406,N/A,2711,160,#VALUE!
5月20日,英国,248293,N/A,1887,545,#VALUE!
5月21日,英国,250332,N/A,2039,363,#VALUE!
5月22日,英国,252947,N/A,2615,338,#VALUE!
5月23日,英国,256234,N/A,3287,351,#VALUE!
5月24日,英国,259193,N/A,2959,282,#VALUE!
5月25日,英国,261598,N/A,2405,118,#VALUE!
5月26日,英国,263223,N/A,1625,121,#VALUE!
5月27日,英国,265227,N/A,2004,134,#VALUE!
5月28日,英国,267240,N/A,2013,412,#VALUE!
5月29日,英国,269127,N/A,1887,377,#VALUE!
5月30日,英国,271222,N/A,2095,324,#VALUE!
5月31日,英国,272826,N/A,1604,215,#VALUE!
6月1日,英国,274762,N/A,1936,113,#VALUE!
6月2日,英国,276332,N/A,1570,556,#VALUE!
6月3日,英国,277985,0,1653,324,277985
6月4日,英国,279856,0,1871,359,279856
6月5日,英国,281661,0,1805,176,281661
6月6日,英国,283311,0,1650,357,283311
6月7日,英国,284868,0,1557,204,284868
6月8日,英国,286194,0,1326,77,286194
6月9日,英国,287399,N/A,1205,55,#VALUE!
6月10日,英国,289140,N/A,1741,286,#VALUE!
6月11日,英国,290143,N/A,1003,245,#VALUE!
6月12日,英国,291409,N/A,1266,151,#VALUE!
6月13日,英国,292950,N/A,1541,202,#VALUE!
6月14日,英国,294375,N/A,1425,181,#VALUE!
6月15日,英国,295889,N/A,1514,36,#VALUE!
6月16日,英国,296857,N/A,968,38,#VALUE!
6月17日,英国,298136,N/A,1279,233,#VALUE!
6月18日,英国,299251,N/A,1115,184,#VALUE!
6月19日,英国,300469,N/A,1218,135,#VALUE!
6月20日,英国,301815,N/A,1346,173,#VALUE!
6月21日,英国,303110,N/A,1295,128,#VALUE!
6月22日,英国,304331,N/A,1221,43,#VALUE!
6月23日,英国,0,0,0,0,0
6月24日,英国,0,0,0,0,0
6月25日,英国,0,0,0,0,0
6月26日,英国,0,0,0,0,0
2月1日,中国,9723,171,,,9552
2月2日,中国,11824,243,2101,46,11581
2月3日,中国,14413,328,2589,45,14085
2月4日,中国,17244,475,2831,58,16769
2月5日,中国,20480,632,3236,64,19848
2月6日,中国,24374,894,3894,65,23480
2月7日,中国,28070,1155,3696,73,26915
2月8日,中国,31214,1542,3144,73,29672
2月9日,中国,34610,2052,3396,86,32558
2月10日,中国,37268,2651,2658,89,34617
2月11日,中国,40248,3283,2980,97,36965
2月12日,中国,42716,4000,2468,108,38716
2月13日,中国,44734,4745,2018,97,39989
2月14日,中国,59888,5647,15154,146,54241
2月15日,中国,63935,6729,4047,121,57206
2月16日,中国,66579,8105,2644,144,58474
2月17日,中国,68592,9428,2013,142,59164
2月18日,中国,70642,10862,2050,105,59780
2月19日,中国,72535,12565,1893,99,59970
2月20日,中国,74287,14389,1752,136,59898
2月21日,中国,74680,16171,393,114,58509
2月22日,中国,75996,18285,1316,118,57711
2月23日,中国,76400,20682,404,109,55718
2月24日,中国,76862,22918,462,97,53944
2月25日,中国,77276,24764,414,150,52512
2月26日,中国,77791,27359,515,71,50432
2月27日,中国,78199,29785,408,52,48414
2月28日,中国,78635,32542,436,29,46093
2月29日,中国,78968,36167,333,44,42801
3月1日,中国,79399,39058,431,47,40341
3月2日,中国,79975,41681,576,35,38294
3月3日,中国,80178,44520,203,42,35658
3月4日,中国,80307,47268,129,31,33039
3月5日,中国,80428,49923,121,38,30505
3月6日,中国,80571,52118,143,31,28453
3月7日,中国,80714,53804,143,30,26910
3月8日,中国,80820,55488,106,29,25332
3月9日,中国,80865,57149,45,27,23716
3月10日,中国,80906,58684,41,22,22222
3月11日,中国,80939,60210,33,17,20729
3月12日,中国,80974,61704,35,22,19270
3月13日,中国,80985,62948,11,11,18037
3月14日,中国,81009,64259,24,9,16750
3月15日,中国,81028,65689,19,12,15339
3月16日,中国,81070,67045,42,10,14025
3月17日,中国,81113,67930,43,14,13183
3月18日,中国,81139,68835,26,13,12304
3月19日,中国,81204,69739,65,11,11465
3月20日,中国,81261,70554,57,8,10707
3月21日,中国,81451,71876,190,11,9575
3月22日,中国,81452,71876,1,0,9576
3月23日,中国,81562,72578,110,6,8984
3月24日,中国,81669,72841,107,9,8828
3月25日,中国,81801,73300,132,7,8501
3月26日,中国,81893,73791,92,4,8102
3月27日,中国,82021,74200,128,6,7821
3月28日,中国,82159,74739,138,5,7420
3月29日,中国,82271,75123,112,3,7148
3月30日,中国,82415,75615,144,5,6800
3月31日,中国,82456,75867,41,7,6589
4月1日,中国,82595,76229,139,1,6366
4月2日,中国,82689,76440,94,7,6249
