日期,国家,确诊人数,治愈人数,新增确诊,新增死亡,现有确诊
4月28日,中国,84342,78583,3,1,5759
4月29日,中国,84348,78705,6,0,5643
4月30日,中国,84370,78753,22,0,5617
5月1日,中国,84374,78813,4,0,5561
5月2日,中国,84388,78862,14,0,5526
5月3日,中国,84392,78910,4,0,5482
5月4日,中国,84394,78963,2,0,5431
5月5日,中国,84404,79039,10,0,5365
5月6日,中国,84405,79146,1,0,5259
5月7日,中国,84408,79221,3,0,5187
5月8日,中国,84415,79288,7,0,5127
5月9日,中国,84416,79348,1,0,5068
5月10日,中国,84417,79414,1,0,5003
5月11日,中国,84434,79508,17,0,4926
5月12日,中国,84451,79537,17,1,4914
5月13日,中国,84452,79576,1,0,4876
5月14日,中国,84462,79615,10,0,4847
5月15日,中国,84466,79630,4,0,4836
5月16日,中国,84471,79658,5,0,4813
5月17日,中国,84479,79673,8,0,4806
5月18日,中国,84488,79689,9,0,4799
5月19日,中国,84495,79705,7,1,4790
5月20日,中国,84501,79712,6,0,4789
5月21日,中国,84506,79717,5,0,4789
5月22日,中国,84517,79730,11,0,4787
5月23日,中国,84523,79737,6,0,4786
5月24日,中国,84523,79743,0,0,4780
5月25日,中国,84526,79750,3,0,4776
5月26日,中国,84537,79758,11,0,4779
5月27日,中国,84544,79771,7,0,4773
5月28日,中国,84546,79778,2,0,4768
5月29日,中国,84548,79788,2,0,4760
5月30日,中国,84562,79791,14,0,4771
5月31日,中国,84569,79804,7,0,4765
6月1日,中国,84573,79809,4,0,4764
6月2日,中国,84593,79816,20,0,4777
6月3日,中国,84603,79825,10,0,4778
6月4日,中国,84603,79826,0,0,4777
6月5日,中国,84609,79833,6,0,4776
6月6日,中国,84618,79846,9,0,4772
6月7日,中国,84624,79851,6,0,4773
6月8日,中国,84631,79856,7,0,4775
6月9日,中国,84636,79865,5,0,4771
6月10日,中国,84639,79875,3,0,4764
6月11日,中国,84642,79884,3,0,4758
6月12日,中国,84653,79892,11,0,4761
6月13日,中国,84661,79901,8,0,4760
6月14日,中国,84673,79904,12,0,4769
6月15日,中国,84730,79912,57,0,4818
6月16日,中国,84784,79915,54,0,4869
6月17日,中国,84824,79922,40,0,4902
6月18日,中国,84876,79929,52,0,4947
6月19日,中国,84905,79944,29,0,4961
6月20日,中国,84944,79951,39,0,4993
6月21日,中国,84972,79966,28,1,5006
6月22日,中国,85001,79970,29,0,5031
6月23日,中国,0,0,0,0,0
6月24日,中国,0,0,0,0,0
6月25日,中国,0,0,0,0,0
6月26日,中国,0,0,0,0,0
2月1日,伊朗,0,,0,0,0
2月2日,伊朗,0,,0,0,0
2月3日,伊朗,0,,0,0,0
2月4日,伊朗,0,,0,0,0
2月5日,伊朗,0,,0,0,0
2月6日,伊朗,0,,0,0,0
2月7日,伊朗,0,,0,0,0
2月8日,伊朗,0,,0,0,0
2月9日,伊朗,0,,0,0,0
2月10日,伊朗,0,,0,0,0
2月11日,伊朗,0,,0,0,0
2月12日,伊朗,0,,0,0,0
2月13日,伊朗,0,,0,0,0
2月14日,伊朗,0,,0,0,0
2月15日,伊朗,0,,0,0,0
2月16日,伊朗,0,,0,0,0
2月17日,伊朗,0,,0,0,0
2月18日,伊朗,0,,0,0,0
2月19日,伊朗,0,,0,0,0
2月20日,伊朗,2,,2,2,2
2月21日,伊朗,5,,3,0,5
2月22日,伊朗,18,,13,2,18
2月23日,伊朗,28,,10,1,28
2月24日,伊朗,43,,15,3,43
2月25日,伊朗,61,,18,4,61
2月26日,伊朗,95,,34,3,95
2月27日,伊朗,141,,46,7,141
2月28日,伊朗,245,,104,4,245
2月29日,伊朗,388,,143,8,388
3月1日,伊朗,593,,205,9,593
3月2日,伊朗,978,,385,11,978
3月3日,伊朗,1501,,523,12,1501
3月4日,伊朗,2336,,835,11,2336
3月5日,伊朗,2922,,586,15,2922
3月6日,伊朗,3513,,591,15,3513
3月7日,伊朗,4747,913,1234,17,3834
3月8日,伊朗,5823,1669,1076,21,4154
3月9日,伊朗,6566,2134,743,49,4432
3月10日,伊朗,7161,2394,595,43,4767
3月11日,伊朗,8042,2731,881,54,5311
3月12日,伊朗,9000,2959,958,63,6041
3月13日,伊朗,10075,3276,1075,75,6799
3月14日,伊朗,11364,3529,1289,85,7835
3月15日,伊朗,12729,4339,1365,97,8390
3月16日,伊朗,13938,4590,1209,113,9348
3月17日,伊朗,14991,4590,1053,129,10401
3月18日,伊朗,16169,5389,1178,135,10780
3月19日,伊朗,17361,5710,1192,147,11651
3月20日,伊朗,18407,5979,1046,149,12428
3月21日,伊朗,19644,7635,1237,272,12009
3月22日,伊朗,20610,7635,966,0,12975
3月23日,伊朗,21638,7635,1028,129,14003
3月24日,伊朗,23049,8376,1411,127,14673
3月25日,伊朗,24811,8913,1762,122,15898
3月26日,伊朗,27017,9625,2206,143,17392
3月27日,伊朗,29406,10457,2389,157,18949
3月28日,伊朗,32332,11133,2926,144,21199
3月29日,伊朗,35408,11679,3076,139,23729
3月30日,伊朗,38309,12391,2901,123,25918
3月31日,伊朗,41495,13911,3186,117,27584
4月1日,伊朗,44605,14656,3110,141,29949
4月2日,伊朗,47593,15473,2988,138,32120
4月3日,伊朗,50468,16711,2875,124,33757
4月4日,伊朗,53183,17935,2715,134,35248
4月5日,伊朗,55743,19736,2560,158,36007
4月6日,伊朗,58226,19736,2483,151,38490
4月7日,伊朗,60500,24236,2274,136,36264
4月8日,伊朗,62589,27039,2089,133,35550
4月9日,伊朗,64586,29812,1997,121,34774
4月10日,伊朗,66220,32309,1634,117,33911
4月11日,伊朗,68192,35465,1972,122,32727
4月12日,伊朗,70029,41947,1837,125,28082
4月13日,伊朗,71686,43894,1657,117,27792
4月14日,伊朗,73303,45983,1617,111,27320
4月15日,伊朗,74877,48129,1574,98,26748
4月16日,伊朗,76389,49933,1512,94,26456
4月17日,伊朗,77995,52229,1606,92,25766
4月18日,伊朗,79494,54064,1499,89,25430
4月19日,伊朗,80868,55987,1374,73,24881
4月20日,伊朗,82211,57023,1343,87,25188
4月21日,伊朗,83505,59273,1294,91,24232
4月22日,伊朗,84802,60965,1297,88,23837
4月23日,伊朗,85996,63113,1194,94,22883
4月24日,伊朗,87026,64843,1030,90,22183
4月25日,伊朗,88194,66599,1168,93,21595
4月26日,伊朗,89328,68193,1134,76,21135
4月27日,伊朗,90481,69657,1153,60,20824
4月28日,伊朗,91472,70933,991,96,20539
4月29日,伊朗,92584,72439,1112,71,20145
4月30日,伊朗,93657,73791,1073,80,19866
5月1日,伊朗,94640,75103,983,71,19537
5月2日,伊朗,95646,76318,1006,63,19328
5月3日,伊朗,96448,77350,802,65,19098
5月4日,伊朗,97424,78422,976,47,19002
5月5日,伊朗,98647,79379,1223,74,19268
5月6日,伊朗,99970,80475,1323,63,19495
5月7日,伊朗,101650,81587,1680,78,20063
5月8日,伊朗,103135,82744,1485,68,20391
5月9日,伊朗,104691,83837,1556,55,20854
5月10日,伊朗,106220,85064,1529,48,21156
5月11日,伊朗,107602,86143,1383,51,21459
5月12日,伊朗,109286,87422,1683,45,21864
5月13日,伊朗,110767,88357,1481,48,22410
5月14日,伊朗,112725,89428,1958,50,23297
5月15日,伊朗,114533,90539,1808,71,23994
5月16日,伊朗,116635,91836,2102,48,24799
5月17日,伊朗,118392,93147,1757,35,25245
5月18日,伊朗,120198,94464,1806,51,25734
5月19日,伊朗,122492,95661,2294,69,26831
5月20日,伊朗,124603,97173,2111,62,27430
5月21日,伊朗,126949,98808,2346,64,28141
5月22日,伊朗,129341,100564,2392,66,28777
5月23日,伊朗,131652,102276,2311,51,29376
5月24日,伊朗,133521,104072,1869,59,29449
5月25日,伊朗,135701,105801,2180,58,29900
5月26日,伊朗,137724,107713,2023,34,30011
5月27日,伊朗,139511,109437,1787,57,30074
5月28日,伊朗,141591,111176,2080,56,30415
5月29日,伊朗,143849,112988,2258,63,30861
5月30日,伊朗,146668,114931,2819,50,31737
5月31日,伊朗,148950,116827,2282,57,32123
6月1日,伊朗,151466,118848,2516,63,32618
6月2日,伊朗,154445,121004,2979,81,33441
6月3日,伊朗,157562,123077,3117,64,34485
6月4日,伊朗,160696,125206,3134,70,35490
6月5日,伊朗,164270,127485,3574,59,36785
6月6日,伊朗,167156,129741,2886,63,37415
6月7日,伊朗,169425,132038,2269,75,37387
6月8日,伊朗,171789,134349,2364,72,37440
6月9日,伊朗,173832,136360,2043,70,37472
6月10日,伊朗,175927,138457,2095,74,37470
6月11日,伊朗,177938,140590,2011,81,37348
6月12日,伊朗,180156,142663,2218,78,37493
6月13日,伊朗,182525,144649,2369,75,37876
6月14日,伊朗,184955,146748,2430,71,38207
6月15日,伊朗,187427,148674,2472,107,38753
6月16日,伊朗,189876,150590,2449,113,39286
6月17日,伊朗,192439,152675,2563,115,39764
6月18日,伊朗,195051,154812,2612,120,40239
6月19日,伊朗,197647,156991,2596,87,40656
6月20日,伊朗,200262,159192,2615,120,41070
6月21日,伊朗,202584,161384,2322,115,41200
6月22日,伊朗,204952,163591,2368,116,41361
6月23日,伊朗,0,0,0,0,0
6月24日,伊朗,0,0,0,0,0
6月25日,伊朗,0,0,0,0,0
6月26日,伊朗,0,0,0,0,0
2月1日,土耳其,,,,,0
2月2日,土耳其,,,,,0
2月3日,土耳其,,,,,0
2月4日,土耳其,,,,,0
2月5日,土耳其,,,,,0
2月6日,土耳其,,,,,0
2月7日,土耳其,,,,,0
2月8日,土耳其,,,,,0
2月9日,土耳其,,,,,0
2月10日,土耳其,,,,,0
2月11日,土耳其,,,,,0
2月12日,土耳其,,,,,0
2月13日,土耳其,,,,,0
2月14日,土耳其,,,,,0
2月15日,土耳其,,,,,0
2月16日,土耳其,,,,,0
2月17日,土耳其,,,,,0
2月18日,土耳其,,,,,0
2月19日,土耳其,,,,,0
2月20日,土耳其,,,,,0
2月21日,土耳其,,,,,0
2月22日,土耳其,,,,,0
2月23日,土耳其,,,,,0
2月24日,土耳其,,,,,0
2月25日,土耳其,,,,,0
2月26日,土耳其,,,,,0
2月27日,土耳其,,,,,0
2月28日,土耳其,,,,,0
2月29日,土耳其,,,,,0
3月1日,土耳其,,,,,0
3月2日,土耳其,,,,,0
3月3日,土耳其,,,,,0
3月4日,土耳其,,,,,0
3月5日,土耳其,,,,,0
3月6日,土耳其,,,,,0
3月7日,土耳其,,,,,0
3月8日,土耳其,,,,,0
3月9日,土耳其,,,,,0
3月10日,土耳其,,,,,0
3月11日,土耳其,1,,1,,1
3月12日,土耳其,1,,0,,1
3月13日,土耳其,1,,0,,1
3月14日,土耳其,5,,4,,5
3月15日,土耳其,6,,1,,6
3月16日,土耳其,18,,12,,18
3月17日,土耳其,47,,29,,47
3月18日,土耳其,98,,51,1,98
3月19日,土耳其,191,,93,1,191
3月20日,土耳其,359,,168,2,359
3月21日,土耳其,670,,311,5,670
3月22日,土耳其,947,,277,12,947
3月23日,土耳其,1236,,289,9,1236
3月24日,土耳其,1529,,293,7,1529
3月25日,土耳其,1872,,343,7,1872
3月26日,土耳其,2433,26,561,15,2407
3月27日,土耳其,3629,26,1196,16,3603
3月28日,土耳其,5698,42,2069,17,5656
3月29日,土耳其,7402,70,1704,16,7332
3月30日,土耳其,9217,105,1815,23,9112
3月31日,土耳其,10827,162,1610,37,10665
4月1日,土耳其,13531,243,2704,46,13288
4月2日,土耳其,15679,333,2148,63,15346
4月3日,土耳其,18135,415,2456,79,17720
4月4日,土耳其,20921,484,2786,69,20437
4月5日,土耳其,23934,786,3013,76,23148
4月6日,土耳其,27069,1042,3135,73,26027
4月7日,土耳其,30217,1326,3148,75,28891
4月8日,土耳其,34109,1582,3892,76,32527
4月9日,土耳其,38226,1846,4117,87,36380
4月10日,土耳其,42282,2142,4056,96,40140
4月11日,土耳其,47029,2423,4747,98,44606
4月12日,土耳其,52167,2965,5138,95,49202
4月13日,土耳其,56956,3446,4789,97,53510
4月14日,土耳其,61049,3957,4093,98,57092
4月15日,土耳其,65111,4799,4062,107,60312
4月16日,土耳其,69392,5674,4281,115,63718
4月17日,土耳其,74193,7089,4801,125,67104
4月18日,土耳其,78546,8631,4353,126,69915
4月19日,土耳其,82329,10453,3783,121,71876
4月20日,土耳其,86306,11976,3977,127,74330
4月21日,土耳其,90980,13430,4674,123,77550
4月22日,土耳其,95591,14918,4611,119,80673
4月23日,土耳其,98674,16477,3083,117,82197
4月24日,土耳其,101790,18491,3116,115,83299
4月25日,土耳其,104912,21737,3122,109,83175
4月26日,土耳其,107773,25582,2861,106,82191
4月27日,土耳其,110130,29140,2357,99,80990
4月28日,土耳其,112261,33791,2131,95,78470
4月29日,土耳其,114653,38809,2392,92,75844
4月30日,土耳其,117589,44022,2936,89,73567
5月1日,土耳其,120204,48886,2615,93,71318
5月2日,土耳其,122392,53808,2188,84,68584
5月3日,土耳其,124375,58259,1983,78,66116
5月4日,土耳其,126045,63151,1670,61,62894
5月5日,土耳其,127659,68166,1614,64,59493
5月6日,土耳其,129491,73285,1832,59,56206
5月7日,土耳其,131744,78202,2253,64,53542
5月8日,土耳其,133721,82984,1977,57,50737
5月9日,土耳其,135569,86396,1848,48,49173
5月10日,土耳其,137115,89480,1546,50,47635
5月11日,土耳其,138657,92691,1542,47,45966
5月12日,土耳其,139771,95780,1114,55,43991
5月13日,土耳其,141475,98889,1704,53,42586
5月14日,土耳其,143114,101715,1639,58,41399
5月15日,土耳其,144749,104030,1635,55,40719
5月16日,土耳其,146457,106133,1708,48,40324
5月17日,土耳其,148067,108137,1610,41,39930
5月18日,土耳其,149435,109962,1368,44,39473
5月19日,土耳其,150593,111577,1158,31,39016
5月20日,土耳其,151615,112895,1022,28,38720
5月21日,土耳其,152587,113987,972,23,38600
5月22日,土耳其,153548,114990,961,27,38558
5月23日,土耳其,154500,116111,952,27,38389
5月24日,土耳其,155686,117602,1186,32,38084
5月25日,土耳其,156827,118694,1141,32,38133
5月26日,土耳其,157814,120015,987,29,37799
5月27日,土耳其,158762,121507,948,28,37255
5月28日,土耳其,159797,122793,1035,34,37004
5月29日,土耳其,160979,124369,1182,30,36610
5月30日,土耳其,162120,125963,1141,28,36157
5月31日,土耳其,163103,126984,983,26,36119
6月1日,土耳其,163942,127973,839,25,35969
6月2日,土耳其,164769,128947,827,23,35822
6月3日,土耳其,165555,129921,786,22,35634
6月4日,土耳其,166422,130852,867,24,35570
6月5日,土耳其,167410,131778,988,21,35632
6月6日,土耳其,168340,133400,930,18,34940
6月7日,土耳其,169218,135322,878,21,33896
6月8日,土耳其,170132,137969,914,23,32163
6月9日,土耳其,171121,141380,989,19,29741
6月10日,土耳其,172114,144598,993,18,27516
6月11日,土耳其,173036,146839,922,17,26197
6月12日,土耳其,174023,147860,987,17,26163
6月13日,土耳其,175218,149102,1195,15,26116
6月14日,土耳其,176677,150087,1459,14,26590
6月15日,土耳其,178239,151417,1562,15,26822
6月16日,土耳其,179831,152364,1592,18,27467
6月17日,土耳其,181298,153379,1467,17,27919
6月18日,土耳其,182727,154640,1429,19,28087
6月19日,土耳其,184031,156022,1304,21,28009
6月20日,土耳其,185245,157516,1214,23,27729
6月21日,土耳其,186493,158828,1248,22,27665
6月22日,土耳其,187685,160240,1192,23,27445
6月23日,土耳其,0,0,0,0,0
6月24日,土耳其,0,0,0,0,0
6月25日,土耳其,0,0,0,0,0
6月26日,土耳其,0,0,0,0,0
2月1日,比利时,,,,,0
2月2日,比利时,,,,,0
2月3日,比利时,,,,,0
2月4日,比利时,,,,,0
2月5日,比利时,,,,,0
2月6日,比利时,,,,,0
2月7日,比利时,,,,,0
2月8日,比利时,,,,,0
2月9日,比利时,,,,,0
2月10日,比利时,,,,,0
2月11日,比利时,,,,,0
2月12日,比利时,,,,,0
2月13日,比利时,,,,,0
2月14日,比利时,,,,,0
2月15日,比利时,,,,,0
2月16日,比利时,,,,,0
2月17日,比利时,,,,,0
2月18日,比利时,,,,,0
2月19日,比利时,,,,,0
2月20日,比利时,,,,,0
2月21日,比利时,,,,,0
2月22日,比利时,,,,,0
2月23日,比利时,,,,,0
2月24日,比利时,,,,,0
2月25日,比利时,,,,,0
2月26日,比利时,,,,,0
2月27日,比利时,,,,,0
2月28日,比利时,,,,,0
2月29日,比利时,,,,,0
3月1日,比利时,,,,,0
3月2日,比利时,,,,,0
3月3日,比利时,,,,,0
3月4日,比利时,,,,,0
3月5日,比利时,,,,,0
3月6日,比利时,,,,,0
3月7日,比利时,109,1,59,0,108
3月8日,比利时,169,1,60,0,168
3月9日,比利时,200,1,31,0,199
3月10日,比利时,239,1,39,0,238
3月11日,比利时,267,1,28,0,266
3月12日,比利时,314,1,47,3,313
3月13日,比利时,399,1,85,0,398
3月14日,比利时,559,1,160,0,558
3月15日,比利时,689,1,130,1,688
3月16日,比利时,886,1,197,0,885
3月17日,比利时,1058,1,172,6,1057
3月18日,比利时,1243,14,185,0,1229
3月19日,比利时,1486,31,243,4,1455
3月20日,比利时,1795,165,309,7,1630
3月21日,比利时,2815,263,1020,46,2552
3月22日,比利时,2815,263,0,0,2552
3月23日,比利时,3401,263,586,8,3138
3月24日,比利时,3743,401,342,13,3342
3月25日,比利时,4269,461,526,34,3808
3月26日,比利时,4937,547,668,56,4390
3月27日,比利时,6235,675,1298,42,5560
3月28日,比利时,7284,858,1049,69,6426
3月29日,比利时,9134,1063,1850,64,8071
3月30日,比利时,10836,1359,1702,78,9477
3月31日,比利时,11899,1527,1063,82,10372
4月1日,比利时,12775,1696,876,192,11079
4月2日,比利时,13964,2132,1189,123,11832
4月3日,比利时,15348,2495,1384,183,12853
4月4日,比利时,16770,2872,1422,132,13898
4月5日,比利时,18431,3247,1661,140,15184
4月6日,比利时,19691,3751,1260,164,15940
4月7日,比利时,20814,3986,1123,185,16828
4月8日,比利时,22194,4157,1380,403,18037
4月9日,比利时,23403,4681,1209,205,18722
4月10日,比利时,24983,5164,1580,283,19819
4月11日,比利时,26667,5568,1684,496,21099
4月12日,比利时,28018,5986,1351,327,22032
4月13日,比利时,29647,6463,1629,254,23184
4月14日,比利时,30589,6707,942,303,23882
4月15日,比利时,31119,6868,530,254,24251
4月16日,比利时,33573,7107,2454,283,26466
4月17日,比利时,34809,7562,1236,417,27247
4月18日,比利时,36138,7961,1329,306,28177
4月19日,比利时,37183,8348,1045,290,28835
4月20日,比利时,38496,8757,1313,230,29739
4月21日,比利时,39983,8895,1487,145,31088
4月22日,比利时,40956,9002,973,170,31954
4月23日,比利时,41889,9433,933,264,32456
4月24日,比利时,42797,9800,908,228,32997
4月25日,比利时,44293,10122,1496,189,34171
4月26日,比利时,45325,10417,1032,238,34908
4月27日,比利时,46134,10785,809,177,35349
4月28日,比利时,46687,10878,553,113,35809
4月29日,比利时,47334,10943,647,124,36391
4月30日,比利时,47859,11283,525,170,36576
5月1日,比利时,48519,11576,660,93,36943
5月2日,比利时,49032,11892,513,109,37140
5月3日,比利时,49517,12211,485,62,37306
5月4日,比利时,49906,12309,389,79,37597
5月5日,比利时,50267,12378,361,80,37889
5月6日,比利时,50509,12441,242,92,38068
5月7日,比利时,50781,12731,272,323,38050
5月8日,比利时,51420,12980,639,76,38440
5月9日,比利时,52011,13201,591,106,38810
5月10日,比利时,52596,13411,585,60,39185
5月11日,比利时,53081,13642,485,75,39439
5月12日,比利时,53449,13697,368,51,39752
5月13日,比利时,53779,13732,330,54,40047
5月14日,比利时,53981,13937,202,82,40044
5月15日,比利时,54288,14111,307,60,40177
5月16日,比利时,54644,14301,356,56,40343
5月17日,比利时,54989,14460,345,46,40529
5月18日,比利时,55280,14630,291,47,40650
5月19日,比利时,55559,14657,279,28,40902
5月20日,比利时,55791,14687,232,28,41104
5月21日,比利时,55983,14847,192,42,41136
5月22日,比利时,56235,14988,252,36,41247
5月23日,比利时,56511,15123,276,26,41388
5月24日,比利时,56810,15155,299,25,41655
5月25日,比利时,57092,15272,282,43,41820
5月26日,比利时,57342,15297,250,32,42045
5月27日,比利时,57455,15320,113,22,42135
5月28日,比利时,57592,15465,137,30,42127
5月29日,比利时,57849,15572,257,24,42277
5月30日,比利时,58061,15682,212,42,42379
5月31日,比利时,58186,15769,125,23,42417
6月1日,比利时,58381,15887,195,14,42494
6月2日,比利时,58517,15919,136,19,42598
6月3日,比利时,58615,15934,98,19,42681
6月4日,比利时,58685,15959,70,17,42726
6月5日,比利时,58767,16048,82,26,42719
6月6日,比利时,58907,16112,140,18,42795
6月7日,比利时,59072,16190,165,14,42882
6月8日,比利时,59226,16291,154,15,42935
6月9日,比利时,59348,16315,122,11,43033
6月10日,比利时,59437,16324,89,13,43113
6月11日,比利时,59569,16392,132,10,43177
6月12日,比利时,59711,16453,142,7,43258
6月13日,比利时,59819,16498,108,10,43321
6月14日,比利时,59918,16547,99,4,43371
6月15日,比利时,60029,16589,111,5,43440
6月16日,比利时,60100,16610,71,6,43490
6月17日,比利时,60155,16625,55,2,43530
6月18日,比利时,60244,16684,89,12,43560
6月19日,比利时,60348,16724,104,8,43624
6月20日,比利时,60476,16751,128,12,43725
6月21日,比利时,60550,16771,74,1,43779
6月22日,比利时,60550,16771,0,0,43779
6月23日,比利时,0,0,0,0,0
6月24日,比利时,0,0,0,0,0
6月25日,比利时,0,0,0,0,0
6月26日,比利时,0,0,0,0,0
2月1日,荷兰,,,,,0
2月2日,荷兰,,,,,0
2月3日,荷兰,,,,,0
2月4日,荷兰,,,,,0
2月5日,荷兰,,,,,0
2月6日,荷兰,,,,,0
2月7日,荷兰,,,,,0
2月8日,荷兰,,,,,0
2月9日,荷兰,,,,,0
2月10日,荷兰,,,,,0
2月11日,荷兰,,,,,0
2月12日,荷兰,,,,,0
2月13日,荷兰,,,,,0
2月14日,荷兰,,,,,0
2月15日,荷兰,,,,,0
2月16日,荷兰,,,,,0
2月17日,荷兰,,,,,0
2月18日,荷兰,,,,,0
2月19日,荷兰,,,,,0
2月20日,荷兰,,,,,0
2月21日,荷兰,,,,,0
2月22日,荷兰,,,,,0
2月23日,荷兰,,,,,0
2月24日,荷兰,,,,,0
2月25日,荷兰,,,,,0
2月26日,荷兰,,,,,0
2月27日,荷兰,,,,,0
2月28日,荷兰,,,,,0
2月29日,荷兰,,,,,0
3月1日,荷兰,,,,,0
3月2日,荷兰,,,,,0
3月3日,荷兰,,,,,0
3月4日,荷兰,,,,,0
3月5日,荷兰,,,,,0
3月6日,荷兰,,,,,0
3月7日,荷兰,128,0,46,1,128
3月8日,荷兰,188,0,60,0,188
3月9日,荷兰,265,0,77,2,265
3月10日,荷兰,321,0,56,1,321
3月11日,荷兰,382,0,61,0,382
3月12日,荷兰,503,0,121,1,503
3月13日,荷兰,614,2,111,0,612
3月14日,荷兰,804,2,190,5,802
3月15日,荷兰,959,2,155,2,957
3月16日,荷兰,1135,2,176,8,1133
3月17日,荷兰,1413,2,278,4,1411
3月18日,荷兰,1705,2,292,19,1703
3月19日,荷兰,2051,2,346,15,2049
3月20日,荷兰,2460,2,409,18,2458
3月21日,荷兰,2994,2,534,30,2992
3月22日,荷兰,3631,2,637,30,3629
3月23日,荷兰,4204,2,573,43,4202
3月24日,荷兰,4749,2,545,34,4747
3月25日,荷兰,5560,2,811,63,5558
3月26日,荷兰,6412,3,852,80,6409
3月27日,荷兰,7431,3,1019,78,7428
3月28日,荷兰,8603,3,1172,112,8600
3月29日,荷兰,9762,3,1159,93,9759
3月30日,荷兰,10866,250,1104,132,10616
3月31日,荷兰,11750,250,884,93,11500
4月1日,荷兰,12595,250,845,175,12345
4月2日,荷兰,13614,250,1019,134,13364
4月3日,荷兰,14697,250,1083,166,14447
4月4日,荷兰,15723,250,1026,148,15473
4月5日,荷兰,16627,250,904,164,16377
4月6日,荷兰,17851,250,1224,115,17601
4月7日,荷兰,18803,250,952,101,18553
4月8日,荷兰,19580,250,777,234,19330
4月9日,荷兰,20549,250,969,147,20299
4月10日,荷兰,21762,250,1213,148,21512
4月11日,荷兰,23097,250,1335,115,22847
4月12日,荷兰,24413,250,1316,132,24163
4月13日,荷兰,25587,250,1174,94,25337
4月14日,荷兰,26551,250,964,86,26301
4月15日,荷兰,27419,250,868,122,27169
4月16日,荷兰,28153,250,734,189,27903
4月17日,荷兰,29214,250,1061,181,28964
4月18日,荷兰,30449,250,1235,144,30199
4月19日,荷兰,31589,250,1140,142,31339
4月20日,荷兰,32655,250,1066,83,32405
4月21日,荷兰,33405,250,750,67,33155
4月22日,荷兰,34134,N/A,729,165,#VALUE!
4月23日,荷兰,34842,N/A,708,138,#VALUE!
4月24日,荷兰,35729,N/A,887,123,#VALUE!
4月25日,荷兰,36535,N/A,806,112,#VALUE!
4月26日,荷兰,37190,N/A,655,120,#VALUE!
4月27日,荷兰,37845,N/A,655,66,#VALUE!
4月28日,荷兰,38245,N/A,400,43,#VALUE!
4月29日,荷兰,38416,N/A,171,48,#VALUE!
4月30日,荷兰,38802,N/A,386,145,#VALUE!
5月1日,荷兰,39316,N/A,514,84,#VALUE!
5月2日,荷兰,39791,N/A,475,98,#VALUE!
5月3日,荷兰,40236,N/A,445,94,#VALUE!
5月4日,荷兰,40571,N/A,335,69,#VALUE!
5月5日,荷兰,40770,N/A,199,26,#VALUE!
5月6日,荷兰,41087,N/A,317,86,#VALUE!
5月7日,荷兰,41319,N/A,232,36,#VALUE!
5月8日,荷兰,41774,N/A,455,84,#VALUE!
5月9日,荷兰,42093,N/A,319,71,#VALUE!
5月10日,荷兰,42382,N/A,289,63,#VALUE!
5月11日,荷兰,42627,N/A,245,18,#VALUE!
5月12日,荷兰,42788,N/A,161,16,#VALUE!
5月13日,荷兰,42984,N/A,196,54,#VALUE!
5月14日,荷兰,43211,N/A,227,52,#VALUE!
5月15日,荷兰,43481,N/A,270,28,#VALUE!
5月16日,荷兰,43681,N/A,200,53,#VALUE!
5月17日,荷兰,43870,N/A,189,27,#VALUE!
5月18日,荷兰,43995,N/A,125,10,#VALUE!
5月19日,荷兰,44141,N/A,146,14,#VALUE!
5月20日,荷兰,44249,N/A,108,21,#VALUE!
5月21日,荷兰,44447,N/A,198,33,#VALUE!
5月22日,荷兰,44700,N/A,253,27,#VALUE!
5月23日,荷兰,44888,N/A,188,13,#VALUE!
5月24日,荷兰,45064,N/A,176,23,#VALUE!
5月25日,荷兰,45236,N/A,172,11,#VALUE!
5月26日,荷兰,45445,N/A,209,8,#VALUE!
5月27日,荷兰,45578,N/A,133,26,#VALUE!
5月28日,荷兰,45768,N/A,190,15,#VALUE!
5月29日,荷兰,45950,N/A,182,32,#VALUE!
5月30日,荷兰,46126,N/A,176,28,#VALUE!
5月31日,荷兰,46257,N/A,131,20,#VALUE!
6月1日,荷兰,46442,N/A,185,5,#VALUE!
6月2日,荷兰,46545,N/A,103,6,#VALUE!
6月3日,荷兰,46647,0,102,5,46647
6月4日,荷兰,46733,0,86,10,46733
6月5日,荷兰,46942,0,209,13,46942
6月6日,荷兰,47152,0,210,15,47152
6月7日,荷兰,47335,0,183,6,47335
6月8日,荷兰,47574,0,239,2,47574
6月9日,荷兰,47739,N/A,165,3,#VALUE!
6月10日,荷兰,47903,N/A,164,15,#VALUE!
6月11日,荷兰,48087,N/A,184,11,#VALUE!
6月12日,荷兰,48251,N/A,164,2,#VALUE!
6月13日,荷兰,48461,N/A,210,9,#VALUE!
6月14日,荷兰,48640,N/A,179,4,#VALUE!
6月15日,荷兰,48783,N/A,143,2,#VALUE!
6月16日,荷兰,48948,N/A,165,6,#VALUE!
6月17日,荷兰,49087,N/A,139,5,#VALUE!
6月18日,荷兰,49204,N/A,117,4,#VALUE!
6月19日,荷兰,49319,N/A,115,4,#VALUE!
6月20日,荷兰,49426,N/A,107,3,#VALUE!
6月21日,荷兰,49502,N/A,76,8,#VALUE!
6月22日,荷兰,49593,N/A,91,1,#VALUE!
6月23日,荷兰,0,0,0,0,0
6月24日,荷兰,0,0,0,0,0
